# locus_id	locus_tag	location	classification	internal_stop	indel	ref_id	description	query_cov	ref_cov	identity
MGA_35638	LOCUS_175400	sequence14753:<1..601(+)	partial			WP_012640381.1	outer membrane protein assembly factor BamD	81.9	53.4	68.5
MGA_35648	LOCUS_175420	sequence14759:<1..608(+)	partial			WP_013532964.1	3-oxoadipate enol-lactonase	90.0	67.3	53.6
MGA_35660	LOCUS_175450	sequence14767:56..727(-)	partial			WP_012256475.1	tyrosine phenol-lyase	92.8	43.9	67.1
MGA_35685	LOCUS_175490	sequence14784:222..704(+)	internal_stop_codon	210..212(+)		WP_014207526.1	fatty acid desaturase family protein	100.0	48.9	63.8
MGA_35686	LOCUS_175500	sequence14785:76..429(+)	internal_stop_codon	55..57(+),427..429(+)		WP_027480317.1	2',3'-cyclic-nucleotide 2'-phosphodiesterase	98.3	18.3	49.1
MGA_35689	LOCUS_175520	sequence14786:69..>758(-)	partial			WP_011088809.1	bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase	87.3	23.0	52.2
MGA_35696	LOCUS_175540	sequence14791:74..>758(-)	partial			WP_011731247.1	alpha/beta hydrolase	86.8	40.0	30.6
MGA_35702	LOCUS_175550	sequence14795:244..645(+)	internal_stop_codon	193..195(+),91..93(+)		WP_003107426.1	metallopeptidase MdpA	91.7	30.1	66.4
MGA_35706	LOCUS_175560	sequence14797:508..738(+)	partial			WP_013528029.1	DeoR/GlpR family DNA-binding transcription regulator	100.0	29.5	60.5
MGA_35707	LOCUS_175570	sequence14798:<1..721(+)	partial			WP_013532297.1	glucan ABC transporter ATP-binding protein/ permease	30.1	12.1	83.3
MGA_35717	LOCUS_175610	sequence14803:180..>757(-)	partial			WP_011083495.1	glutathione synthase	99.5	60.5	68.9
MGA_35718	LOCUS_175620	sequence14804:11..>757(-)	partial			WP_011964471.1	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	98.4	69.9	71.3
MGA_35723	LOCUS_175630	sequence14807:96..755(-)	partial			WP_013528292.1	GlxA family transcriptional regulator	98.6	66.3	77.8
MGA_35725	LOCUS_175640	sequence14809:<1..722(+)	partial			WP_011090696.1	YgiQ family radical SAM protein	99.2	35.2	90.7
MGA_35738	LOCUS_175660	sequence14815:484..711(+)	partial			WP_038965807.1	ABC transporter substrate-binding protein	93.3	20.9	65.7
MGA_35749	LOCUS_175700	sequence14822:<1..742(+)	partial			WP_011963581.1	ABC transporter substrate-binding protein	100.0	64.7	54.5
MGA_35772	LOCUS_175710	sequence14836:49..336(-)	partial			WP_010921354.1	FAD-dependent oxidoreductase	93.7	21.6	58.4
MGA_35788	LOCUS_175740	sequence14846:322..621(-)	internal_stop_codon	679..681(-),622..624(-)		WP_013530349.1	DUF3422 family protein	96.0	21.6	67.4
MGA_35797	LOCUS_175770	sequence14851:259..723(+)	partial			WP_013531499.1	GTPase HflX	80.5	28.5	47.7
MGA_35814	LOCUS_175820	sequence14861:215..514(+)	internal_stop_codon	164..166(+)		WP_011039153.1	translocation/assembly module TamB domain-containing protein	89.9	6.8	42.7
MGA_35817	LOCUS_175830	sequence14862:200..>756(-)	partial			WP_013531143.1	sarcosine oxidase subunit beta	100.0	43.9	80.4
MGA_35821	LOCUS_175840	sequence14864:169..>756(-)	partial			WP_010920568.1	efflux RND transporter periplasmic adaptor subunit	78.5	37.2	45.1
MGA_35822	LOCUS_175850	sequence14865:<1..694(+)	partial			WP_010943931.1	DUF4139 domain-containing protein	98.3	45.8	39.4
MGA_35825	LOCUS_175860	sequence14867:<1..560(+)	partial			WP_013529161.1	DMT family transporter	97.3	58.5	45.6
MGA_35835	LOCUS_175890	sequence14874:<1..750(+)	partial			WP_038965821.1	bifunctional protein-serine/threonine kinase/phosphatase	97.6	42.1	34.4
MGA_35840	LOCUS_175900	sequence14877:<1..754(+)	partial			WP_011088049.1	porin family protein	29.2	28.5	42.5
MGA_35851	LOCUS_175910	sequence14885:25..402(+)	partial			WP_024265540.1	MBL fold metallo-hydrolase	96.0	32.9	59.2
MGA_35852	LOCUS_175920	sequence14885:465..743(+)	partial			WP_011090678.1	enoyl-CoA hydratase	87.0	31.2	60.0
MGA_35853	LOCUS_175930	sequence14886:10..>755(-)	partial			WP_011102993.1	FAD/NAD(P)-binding oxidoreductase	70.9	42.0	58.3
MGA_35857	LOCUS_175950	sequence14889:<1..556(+)	internal_stop_codon	554..556(+)		WP_015776033.1	dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein	97.3	28.8	34.1
MGA_35863	LOCUS_175960	sequence14893:44..>755(-)	partial			WP_011338519.1	serine hydroxymethyltransferase	63.6	34.8	76.0
MGA_35895	LOCUS_176000	sequence14917:62..742(+)	partial			WP_051000405.1	MFS transporter	57.1	31.6	57.4
MGA_35911	LOCUS_176040	sequence14926:76..>754(-)	partial			WP_003733065.1	PTS sugar transporter subunit IIC	86.7	46.4	33.3
MGA_35920	LOCUS_176060	sequence14933:14..706(-)	partial			WP_011104896.1	DsbA family oxidoreductase	39.6	42.3	49.5
MGA_35921	LOCUS_176070	sequence14934:<1..672(+)	partial			WP_004194045.1	dehydrogenase	100.0	64.5	44.8
MGA_35944	LOCUS_176090	sequence14950:313..558(+)	partial			WP_011038433.1	TetR/AcrR family transcriptional regulator	88.9	32.7	51.4
MGA_35949	LOCUS_176110	sequence14953:<1..651(+)	partial			WP_010974154.1	ATP-binding protein	58.8	17.9	59.1
MGA_35952	LOCUS_176120	sequence14955:<1..641(+)	partial			WP_013531459.1	cysteine synthase A	97.6	60.2	75.8
MGA_35978	LOCUS_176150	sequence14972:449..616(-)	internal_stop_codon	629..631(-)		WP_011706512.1	HlyD family type I secretion periplasmic adaptor subunit	96.4	11.2	49.1
MGA_35988	LOCUS_176160	sequence14977:137..>753(-)	partial			WP_009938358.1	PA0069 family radical SAM protein	94.1	50.4	55.7
MGA_35997	LOCUS_176190	sequence14984:26..271(-)	partial			WP_024265522.1	polyhydroxyalkanoate depolymerase	98.8	19.0	76.2
MGA_36001	LOCUS_176210	sequence14985:138..494(+)	partial			WP_174156303.1	IS5 family transposase	100.0	31.6	61.0
MGA_36012	LOCUS_176250	sequence14992:116..>753(-)	partial			WP_010918422.1	N-acetylglucosamine-6-phosphate deacetylase	93.4	51.2	45.7
MGA_36022	LOCUS_176260	sequence14999:<1..583(+)	partial			WP_013530078.1	thioredoxin-disulfide reductase	100.0	59.6	81.9
MGA_36039	LOCUS_176280	sequence15010:157..594(+)	partial			WP_010919059.1	haloalkane dehalogenase	73.8	35.8	55.6
MGA_36041	LOCUS_176290	sequence15011:<1..554(+)	partial			WP_003408448.1	cyclase family protein	97.3	65.9	59.9
MGA_36047	LOCUS_176300	sequence15015:98..745(-)	partial			WP_011403096.1	FAD/NAD(P)-binding oxidoreductase	71.6	37.1	46.8
MGA_36062	LOCUS_176330	sequence15025:102..>752(-)	partial			WP_014206351.1	type VI secretion system Vgr family protein	99.5	25.1	66.5
MGA_36090	LOCUS_176390	sequence15041:556..750(-)	partial			WP_008765852.1	ribosome biogenesis GTP-binding protein YihA/YsxC	96.9	30.7	48.4
MGA_36121	LOCUS_176420	sequence15063:2..187(+)	partial			WP_012640121.1	acylase	91.8	8.0	67.9
MGA_36137	LOCUS_176460	sequence15072:191..>750(-)	partial			WP_164928505.1	alkaline phosphatase D family protein	94.6	37.1	34.9
MGA_36149	LOCUS_176500	sequence15080:139..>750(-)	internal_stop_codon	139..141(-)		WP_010918178.1	ATP-binding protein	100.0	43.3	68.6
MGA_36151	LOCUS_176510	sequence15082:38..670(-)	partial			WP_013850489.1	LysR family transcriptional regulator	99.0	63.8	85.1
MGA_36155	LOCUS_176520	sequence15084:202..>750(-)	partial			WP_024265504.1	DNA topoisomerase (ATP-hydrolyzing) subunit B	99.5	21.8	64.1
MGA_36157	LOCUS_176530	sequence15086:<1..610(+)	partial			WP_010972380.1	maleylacetate reductase	99.5	57.3	87.1
MGA_36177	LOCUS_176570	sequence15098:70..522(-)	internal_stop_codon	583..585(-),658..660(-)		WP_011107967.1	WYL domain-containing protein	97.3	43.5	32.9
MGA_36183	LOCUS_176580	sequence15103:<1..544(+)	partial			WP_011974597.1	DUF3422 family protein	63.9	27.3	75.7
MGA_36199	LOCUS_176600	sequence15112:<1..619(+)	partial			WP_076053070.1	alpha/beta hydrolase	97.1	60.5	52.8
MGA_36206	LOCUS_176610	sequence15118:<1..530(+)	partial			WP_011124158.1	phosphoribosylformylglycinamidine synthase subunit PurL	89.7	19.9	30.5
MGA_36218	LOCUS_176660	sequence15126:<1..612(+)	partial			WP_010980321.1	sulfite exporter TauE/SafE family protein	52.7	37.4	41.1
MGA_36220	LOCUS_176670	sequence15127:375..749(-)	partial			WP_011962582.1	acyl-CoA desaturase	100.0	34.0	75.8
MGA_36222	LOCUS_176680	sequence15128:275..742(-)	partial			WP_013223306.1	glucose 1-dehydrogenase	95.5	43.4	57.9
MGA_36242	LOCUS_176700	sequence15141:68..>749(-)	partial			WP_064241248.1	DUF3422 family protein	40.3	21.7	78.3
MGA_36262	LOCUS_176740	sequence15152:296..682(-)	partial			WP_011036344.1	DUF2007 domain-containing protein	94.5	74.4	34.4
MGA_36263	LOCUS_176750	sequence15153:81..>748(-)	partial			WP_010919534.1	alanine racemase	94.1	57.1	62.5
MGA_36266	LOCUS_176770	sequence15155:<1..697(+)	partial			WP_003099328.1	MFS transporter	55.0	28.4	42.3
MGA_36272	LOCUS_176780	sequence15158:83..490(-)	partial			WP_013532235.1	ubiquinol-cytochrome C chaperone family protein	63.7	49.5	40.0
MGA_36285	LOCUS_176800	sequence15167:201..>748(-)	partial			WP_011083278.1	tyrosine recombinase XerC	77.3	43.6	57.1
MGA_36306	LOCUS_176850	sequence15183:202..>747(-)	partial			WP_011086559.1	3-deoxy-7-phosphoheptulonate synthase class II	91.2	35.7	69.1
MGA_36315	LOCUS_176870	sequence15188:<1..666(+)	partial			WP_164922298.1	Fe-S cluster assembly protein SufD	89.1	45.2	41.6
MGA_36317	LOCUS_176890	sequence15189:221..>747(-)	partial			WP_011970725.1	cytochrome-c oxidase, cbb3-type subunit II	98.9	68.8	77.3
MGA_36325	LOCUS_176900	sequence15194:536..736(+)	partial			WP_008760985.1	twin-arginine translocase TatA/TatE family subunit	71.2	60.3	55.3
MGA_36332	LOCUS_176930	sequence15198:<1..725(+)	partial			WP_014205930.1	chromosome segregation protein SMC	98.8	20.6	72.6
MGA_36333	LOCUS_176940	sequence15199:8..>747(-)	partial			WP_014626644.1	FkbM family methyltransferase	65.3	57.4	38.9
MGA_36343	LOCUS_176960	sequence15204:515..745(-)	partial			WP_013530254.1	PAS domain S-box protein	100.0	6.0	84.2
MGA_36388	LOCUS_177020	sequence15234:<1..543(+)	partial			WP_003974638.1	MFS transporter	70.6	27.7	44.9
MGA_36404	LOCUS_177040	sequence15243:242..>746(-)	partial			WP_010918784.1	flagellar hook-associated protein FlgK	77.8	18.6	48.1
MGA_36413	LOCUS_177050	sequence15249:142..>746(-)	partial			WP_014207834.1	methyltransferase domain-containing protein	98.5	71.9	69.0
MGA_36428	LOCUS_177090	sequence15260:<1..655(+)	partial			WP_011962455.1	T9SS-dependent M36 family metallopeptidase	37.8	9.0	34.9
MGA_36438	LOCUS_177100	sequence15268:<1..587(+)	partial			WP_011086596.1	HAD-IC family P-type ATPase	88.1	21.1	32.2
MGA_36454	LOCUS_177150	sequence15277:39..>745(-)	partial			WP_002226288.1	class I SAM-dependent methyltransferase	96.2	71.4	48.9
MGA_36474	LOCUS_177170	sequence15292:<1..596(+)	partial			WP_004530031.1	phosphonopyruvate decarboxylase	90.4	49.1	42.5
MGA_36483	LOCUS_177180	sequence15298:2..523(+)	internal_stop_codon	521..523(+)		WP_011963433.1	sodium:solute symporter	100.0	34.7	83.2
MGA_36485	LOCUS_177190	sequence15299:134..493(+)	frameshift		412	WP_002116515.1	undecaprenyl-diphosphate phosphatase	99.2	48.5	63.6
MGA_36492	LOCUS_177200	sequence15304:70..636(-)	partial			WP_010968513.1	DNA polymerase III subunit beta	97.9	51.9	51.5
MGA_36496	LOCUS_177210	sequence15307:25..>744(-)	partial			WP_011037134.1	GNAT family N-acetyltransferase	97.9	62.6	48.5
MGA_36504	LOCUS_177220	sequence15312:334..654(-)	partial			WP_010918251.1	phosphate/phosphite/phosphonate ABC transporter substrate-binding protein	95.3	30.2	51.5
MGA_36529	LOCUS_177260	sequence15326:125..>744(-)	partial			WP_010941236.1	zinc-dependent alcohol dehydrogenase family protein	100.0	61.2	61.0
MGA_36537	LOCUS_177270	sequence15332:126..743(-)	partial			WP_011036186.1	endopeptidase La	100.0	25.6	73.9
MGA_36545	LOCUS_177290	sequence15337:74..>744(-)	partial			WP_011087245.1	TolC family outer membrane protein	100.0	47.9	45.0
MGA_36576	LOCUS_177330	sequence15356:<1..626(+)	partial			WP_002262593.1	acyl-CoA thioester hydrolase/BAAT C-terminal domain-containing protein	87.9	52.8	35.6
MGA_36579	LOCUS_177350	sequence15358:217..579(+)	internal_stop_codon	577..579(+)		WP_010918007.1	glutamine--fructose-6-phosphate transaminase (isomerizing)	100.0	19.8	73.3
MGA_36596	LOCUS_177370	sequence15369:324..674(-)	partial			WP_037401106.1	MFS transporter	65.5	15.7	55.3
MGA_36612	LOCUS_177390	sequence15379:166..>743(-)	internal_stop_codon	166..168(-)		WP_050983981.1	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	98.4	15.2	83.0
MGA_36614	LOCUS_177400	sequence15380:192..>743(-)	partial			WP_011706871.1	HD domain-containing protein	73.8	29.5	53.3
MGA_36638	LOCUS_177430	sequence15396:116..742(-)	partial			WP_011141963.1	NB-ARC domain-containing protein	54.8	9.7	35.3
MGA_36646	LOCUS_177440	sequence15403:70..>742(-)	partial			WP_010919390.1	transglycosylase domain-containing protein	94.2	24.6	55.5
MGA_36648	LOCUS_177450	sequence15404:623..742(-)	partial			WP_011962800.1	D-2-hydroxyacid dehydrogenase	97.4	11.9	84.2
MGA_36652	LOCUS_177460	sequence15406:71..>742(-)	partial			WP_012639935.1	M14 family metallopeptidase	100.0	36.6	69.5
MGA_36655	LOCUS_177470	sequence15408:269..670(+)	internal_stop_codon	668..670(+)		WP_011123020.1	NADP-dependent oxidoreductase	99.2	37.2	44.9
MGA_36660	LOCUS_177480	sequence15412:194..>742(-)	partial			WP_013529848.1	transglutaminase-like cysteine peptidase	98.4	57.9	45.3
MGA_36662	LOCUS_177500	sequence15414:<1..678(+)	partial			WP_011964032.1	acyl-CoA dehydrogenase family protein	99.6	59.1	70.5
MGA_36671	LOCUS_177510	sequence15421:<1..728(+)	partial			WP_010921010.1	NAD(P)/FAD-dependent oxidoreductase	100.0	64.8	72.2
MGA_36687	LOCUS_177520	sequence15433:<1..671(+)	partial			WP_011037608.1	alpha-amylase family glycosyl hydrolase	100.0	41.1	55.6
MGA_36691	LOCUS_177530	sequence15435:264..740(-)	partial			WP_223804328.1	GspH/FimT family pseudopilin	91.8	53.9	30.9
MGA_36693	LOCUS_177540	sequence15436:93..>741(-)	internal_stop_codon	93..95(-)		WP_106726897.1	Ti-type conjugative transfer relaxase TraA	100.0	21.8	46.2
MGA_36709	LOCUS_177570	sequence15445:222..>741(-)	partial			WP_002858404.1	CTP:phosphoglutamine cytidylyltransferase	88.4	59.7	38.2
MGA_36720	LOCUS_177580	sequence15452:26..694(-)	partial			WP_000040373.1	nitrate reductase Z subunit alpha	98.6	17.5	60.5
MGA_36745	LOCUS_177600	sequence15468:206..>741(-)	partial			WP_011338737.1	succinyl-diaminopimelate desuccinylase	57.1	26.6	50.5
MGA_36754	LOCUS_177610	sequence15475:216..>740(-)	partial			WP_024310980.1	transketolase	62.6	15.8	50.5
MGA_36766	LOCUS_177670	sequence15481:<1..696(+)	partial			WP_011728359.1	thiamine pyrophosphate-dependent enzyme	96.1	30.9	52.3
MGA_36769	LOCUS_177680	sequence15483:285..485(+)	frameshift		141	WP_120019338.1	IS110 family transposase	97.0	16.2	64.1
MGA_36775	LOCUS_177700	sequence15488:222..>740(-)	partial			WP_010969609.1	phosphodiester glycosidase family protein	83.1	57.2	65.0
MGA_36777	LOCUS_177710	sequence15490:<1..668(+)	partial			WP_003974746.1	ATP-binding protein	100.0	52.8	50.7
MGA_36781	LOCUS_177720	sequence15493:30..194(-)	internal_stop_codon	204..206(-)		WP_002561589.1	RNA polymerase sigma factor RpoD/SigA	94.4	17.5	66.7
MGA_36782	LOCUS_177730	sequence15493:204..>740(-)	internal_stop_codon	204..206(-)		WP_002561589.1	RNA polymerase sigma factor RpoD/SigA	100.0	61.9	63.5
MGA_36795	LOCUS_177740	sequence15502:180..479(-)	partial			WP_011088412.1	carbon monoxide dehydrogenase subunit G	79.8	53.4	65.8
MGA_36806	LOCUS_177760	sequence15507:235..>740(-)	partial			WP_007052444.1	ABC transporter ATP-binding protein	94.0	67.1	45.9
MGA_36813	LOCUS_177770	sequence15512:<1..567(+)	partial			WP_011969941.1	IS630-like element ISRm10 family transposase	99.5	59.4	80.7
MGA_36817	LOCUS_177780	sequence15515:3..536(-)	partial			WP_000653302.1	DNA-3-methyladenine glycosylase	85.9	71.4	42.1
MGA_36828	LOCUS_177790	sequence15523:273..485(+)	partial			WP_010918249.1	type III PLP-dependent enzyme	98.6	16.5	59.2
MGA_36831	LOCUS_177800	sequence15525:<1..584(+)	frameshift,internal_stop_codon	582..584(+)	16	WP_011141168.1	glucosidase	96.9	20.8	49.7
MGA_36852	LOCUS_177870	sequence15538:<1..539(+)	partial			WP_010967597.1	PAS domain S-box protein	100.0	33.7	60.0
MGA_36861	LOCUS_177890	sequence15544:107..>738(-)	partial			WP_013531263.1	hybrid sensor histidine kinase/response regulator	99.5	46.4	49.0
MGA_36870	LOCUS_177900	sequence15550:209..>738(-)	partial			WP_013528854.1	dihydrolipoyl dehydrogenase	78.3	29.3	66.4
MGA_36877	LOCUS_177910	sequence15554:293..466(-)	partial			WP_010917970.1	MerR family DNA-binding transcriptional regulator	86.0	30.8	67.3
MGA_36898	LOCUS_177950	sequence15567:237..572(+)	partial			WP_010971160.1	pyruvate, phosphate dikinase	81.1	9.9	80.0
MGA_36903	LOCUS_177960	sequence15570:12..>737(-)	partial			WP_203891615.1	fumarylacetoacetate hydrolase family protein	72.2	27.1	39.7
MGA_36906	LOCUS_177970	sequence15573:<1..656(+)	partial			WP_010919895.1	phosphomethylpyrimidine synthase ThiC	99.5	35.6	80.7
MGA_36908	LOCUS_177980	sequence15574:95..>737(-)	partial			WP_015039730.1	helicase RepA family protein	100.0	72.9	90.1
MGA_36910	LOCUS_178000	sequence15576:<1..501(+)	partial			WP_013845505.1	aldo/keto reductase	96.4	58.6	56.9
MGA_36912	LOCUS_178010	sequence15577:<1..506(+)	partial			WP_063173619.1	4-hydroxybenzoate octaprenyltransferase	92.2	47.1	55.2
MGA_36934	LOCUS_178050	sequence15593:7..546(-)	partial			WP_013528216.1	gamma-glutamyl-gamma-aminobutyrate hydrolase family protein	99.4	74.3	46.4
MGA_36941	LOCUS_178070	sequence15597:190..>737(-)	internal_stop_codon	151..153(-),190..192(-)		WP_011962449.1	aspartate--tRNA ligase	100.0	31.0	61.3
MGA_36954	LOCUS_178080	sequence15606:218..>737(-)	partial			WP_017140332.1	FAD:protein FMN transferase	86.0	41.3	42.4
MGA_36960	LOCUS_178090	sequence15610:166..>736(-)	partial			WP_013532681.1	choline dehydrogenase	96.3	33.5	52.7
MGA_36968	LOCUS_178120	sequence15613:54..368(+)	partial			WP_164927183.1	beta-phosphoglucomutase family hydrolase	82.7	36.9	47.7
MGA_36981	LOCUS_178150	sequence15621:141..596(+)	partial			WP_010919601.1	AMP-binding protein	84.1	24.6	53.5
MGA_37008	LOCUS_178200	sequence15638:156..524(-)	frameshift		567	WP_010919089.1	IS5 family transposase	97.5	72.6	47.1
MGA_37031	LOCUS_178220	sequence15652:189..>735(-)	internal_stop_codon	189..191(-)		WP_011962369.1	transcription-repair coupling factor	100.0	16.2	79.6
MGA_37055	LOCUS_178270	sequence15669:8..637(-)	partial			WP_165448192.1	calcium-binding protein	74.2	35.2	35.8
MGA_37061	LOCUS_178280	sequence15672:187..675(+)	partial			WP_011086576.1	ABC transporter ATP-binding protein/permease	88.9	22.1	68.1
MGA_37064	LOCUS_178290	sequence15674:83..322(+)	internal_stop_codon	59..61(+)		WP_064240339.1	transcriptional repressor LexA	100.0	33.3	81.0
MGA_37070	LOCUS_178310	sequence15678:173..>735(-)	internal_stop_codon	173..175(-)		WP_011964328.1	carboxypeptidase-like regulatory domain-containing protein	100.0	20.1	67.7
MGA_37073	LOCUS_178320	sequence15680:39..605(-)	partial			WP_011083297.1	aconitate hydratase AcnA	63.3	13.1	89.1
MGA_37075	LOCUS_178330	sequence15682:<1..597(+)	partial			WP_011038856.1	permease-like cell division protein FtsX	77.8	48.4	43.9
MGA_37086	LOCUS_178360	sequence15688:193..>735(-)	partial			WP_010918343.1	alkaline phosphatase	92.8	29.8	51.8
MGA_37101	LOCUS_178400	sequence15696:173..>735(-)	partial			WP_003911471.1	sulfate adenylyltransferase subunit CysD	47.8	28.8	76.4
MGA_37103	LOCUS_178410	sequence15698:3..710(+)	partial			WP_010941349.1	MMPL family transporter	69.8	19.6	26.4
MGA_37110	LOCUS_178430	sequence15702:2..532(+)	partial			WP_015921380.1	DMT family transporter	97.2	56.0	37.6
MGA_37115	LOCUS_178440	sequence15706:145..>734(-)	partial			WP_006310172.1	radical SAM family heme chaperone HemW	97.4	47.9	50.8
MGA_37118	LOCUS_178450	sequence15708:227..619(+)	partial			WP_178372667.1	ABC transporter substrate-binding protein	100.0	37.2	43.1
MGA_37122	LOCUS_178460	sequence15710:332..583(-)	partial			WP_013528727.1	shikimate dehydrogenase	96.4	28.6	76.2
MGA_37142	LOCUS_178500	sequence15723:165..701(+)	partial			WP_010918146.1	adenosylhomocysteinase	34.3	13.2	85.2
MGA_37147	LOCUS_178510	sequence15726:88..537(-)	frameshift,internal_stop_codon	646..648(-)	96,71	WP_027480405.1	Tn3 family transposase	98.7	14.8	39.5
MGA_37159	LOCUS_178550	sequence15732:116..>734(-)	partial			WP_005793715.1	S41 family peptidase	94.6	18.3	42.6
MGA_37182	LOCUS_178590	sequence15745:9..413(-)	partial			WP_010919775.1	lipid-A-disaccharide synthase	98.5	33.2	58.3
MGA_37196	LOCUS_178610	sequence15754:321..671(-)	internal_stop_codon	714..716(-)		WP_038966251.1	GNAT family N-acetyltransferase	95.7	68.1	55.0
